"dm","gdr","smk","age","sbp","chl","refv","N_AFR_ME","CSS_AFR","ESS_AFR","SSS_AFR","WSS_AFR","SN_LAT_AME","HI_N_AME","CAR","AND_LAT_AME","CEN_LAT_AME","TRO_LAT_AME","EAS_ASI","SOU_ASI","SE_ASI","CEN_ASI","HI_ASI_PAC","WES_EUR","CEN_EUR","EAS_EUR","OCE","AUS"
0,0,1,"50-54","<120","<4","50-54_0_0_1_<120_<4",9,4,4,4,4,3,5,4,3,4,3,6,5,4,4,3,3,3,6,5,3
0,0,1,"45-49",">=180","<4","45-49_0_0_1_>=180_<4",17,11,9,10,10,7,11,9,7,8,7,14,10,10,13,8,8,12,16,11,8
0,0,1,"45-49","160-179","<4","45-49_0_0_1_160-179_<4",14,8,7,8,7,5,8,7,5,6,6,11,8,7,9,6,6,8,11,9,6
0,0,1,"45-49","140-159","<4","45-49_0_0_1_140-159_<4",11,6,5,6,5,4,6,5,4,5,4,8,6,5,6,4,4,5,8,7,4
0,0,1,"45-49","120-139","<4","45-49_0_0_1_120-139_<4",9,4,4,4,4,3,5,4,3,3,3,6,5,4,4,3,3,3,6,5,3
0,0,1,"45-49","<120","<4","45-49_0_0_1_<120_<4",7,3,3,3,3,2,3,3,3,3,3,4,3,3,3,2,2,2,4,4,2
0,0,1,"40-44",">=180","<4","40-44_0_0_1_>=180_<4",15,9,7,8,8,6,9,8,6,6,6,12,8,8,10,7,6,9,13,9,6
0,0,1,"40-44","160-179","<4","40-44_0_0_1_160-179_<4",11,6,5,6,6,4,6,6,4,5,5,9,6,6,7,5,4,6,9,7,4
0,0,1,"40-44","140-159","<4","40-44_0_0_1_140-159_<4",9,5,4,5,4,3,5,4,3,4,4,6,5,4,5,3,3,3,6,5,3
0,0,1,"40-44","120-139","<4","40-44_0_0_1_120-139_<4",7,3,3,3,3,2,3,3,3,3,3,5,3,3,3,2,2,2,4,4,2
0,0,1,"40-44","<120","<4","40-44_0_0_1_<120_<4",5,2,2,3,2,1,2,2,2,2,2,3,3,2,2,2,1,1,3,3,1
0,0,1,"70-74",">=180","4-4.9","70-74_0_0_1_>=180_4-4.9",40,31,23,26,27,26,33,25,18,21,18,36,26,27,56,25,34,48,49,27,28
0,0,1,"70-74","160-179","4-4.9","70-74_0_0_1_160-179_4-4.9",35,27,20,22,22,22,28,21,15,18,15,31,22,23,46,21,27,38,42,23,23
0,0,1,"70-74","140-159","4-4.9","70-74_0_0_1_140-159_4-4.9",31,22,17,19,19,18,23,18,13,15,13,26,19,19,37,17,22,31,35,20,19
0,0,1,"70-74","120-139","4-4.9","70-74_0_0_1_120-139_4-4.9",27,19,14,16,16,14,19,15,11,13,11,22,16,16,29,14,17,24,29,17,15
0,0,1,"70-74","<120","4-4.9","70-74_0_0_1_<120_4-4.9",23,15,12,13,13,11,16,13,9,11,10,19,14,13,23,12,13,19,24,15,12
0,0,1,"65-69",">=180","4-4.9","65-69_0_0_1_>=180_4-4.9",35,26,19,22,22,21,27,21,15,18,15,30,22,23,44,21,26,38,41,23,23
0,0,1,"65-69","160-179","4-4.9","65-69_0_0_1_160-179_4-4.9",30,22,16,18,18,17,22,18,13,15,13,25,19,19,35,17,21,29,34,20,18
0,0,1,"65-69","140-159","4-4.9","65-69_0_0_1_140-159_4-4.9",26,18,13,15,15,13,18,15,11,12,11,21,16,15,27,14,16,22,27,16,14
0,0,1,"65-69","120-139","4-4.9","65-69_0_0_1_120-139_4-4.9",22,14,11,13,12,11,15,12,9,10,9,17,13,13,21,11,12,17,22,14,11
0,0,1,"65-69","<120","4-4.9","65-69_0_0_1_<120_4-4.9",19,12,9,10,10,8,12,10,7,8,8,14,11,10,16,9,9,13,18,11,9
0,0,1,"60-64",">=180","4-4.9","60-64_0_0_1_>=180_4-4.9",30,22,16,18,18,17,23,18,13,15,13,26,19,19,34,17,21,29,34,20,18
0,0,1,"60-64","160-179","4-4.9","60-64_0_0_1_160-179_4-4.9",25,17,13,15,15,13,18,14,11,12,11,21,15,15,26,13,16,22,27,16,14
0,0,1,"60-64","140-159","4-4.9","60-64_0_0_1_140-159_4-4.9",21,14,11,12,12,10,14,12,9,10,9,17,13,12,20,11,12,16,21,13,11
0,0,1,"60-64","120-139","4-4.9","60-64_0_0_1_120-139_4-4.9",18,11,9,10,10,8,12,10,7,8,7,14,10,10,15,8,9,12,17,11,8
0,0,1,"60-64","<120","4-4.9","60-64_0_0_1_<120_4-4.9",15,9,7,8,8,6,9,8,6,7,6,11,8,8,11,7,7,9,13,9,6
0,0,1,"55-59",">=180","4-4.9","55-59_0_0_1_>=180_4-4.9",26,18,14,15,15,13,19,15,11,12,11,22,16,16,26,14,16,23,27,17,14
0,0,1,"55-59","160-179","4-4.9","55-59_0_0_1_160-179_4-4.9",21,14,11,12,12,10,15,12,9,10,9,17,13,12,19,11,12,16,21,13,11
0,0,1,"55-59","140-159","4-4.9","55-59_0_0_1_140-159_4-4.9",18,11,9,10,10,8,11,9,7,8,7,14,10,10,14,8,9,12,16,11,8
0,0,1,"55-59","120-139","4-4.9","55-59_0_0_1_120-139_4-4.9",14,9,7,8,8,6,9,7,6,6,6,11,8,8,10,6,6,8,12,9,6
0,0,1,"55-59","<120","4-4.9","55-59_0_0_1_<120_4-4.9",12,7,6,6,6,4,7,6,5,5,5,8,6,6,7,5,5,6,9,7,5
0,0,1,"50-54",">=180","4-4.9","50-54_0_0_1_>=180_4-4.9",22,15,12,13,13,11,15,12,9,10,9,18,13,13,20,11,12,17,22,14,11
0,0,1,"50-54","160-179","4-4.9","50-54_0_0_1_160-179_4-4.9",18,11,9,10,10,8,12,10,7,8,7,14,10,10,14,8,9,12,17,11,8
0,0,1,"50-54","140-159","4-4.9","50-54_0_0_1_140-159_4-4.9",14,9,7,8,8,6,9,7,6,6,6,11,8,8,10,6,6,8,12,9,6
0,0,1,"50-54","120-139","4-4.9","50-54_0_0_1_120-139_4-4.9",12,7,5,6,6,4,7,6,5,5,5,8,6,6,7,5,4,6,9,7,4
0,0,1,"50-54","<120","4-4.9","50-54_0_0_1_<120_4-4.9",9,5,4,5,4,3,5,5,4,4,4,6,5,4,5,4,3,4,7,5,3
0,0,1,"45-49",">=180","4-4.9","45-49_0_0_1_>=180_4-4.9",19,12,10,11,11,8,12,10,8,8,8,16,11,11,15,9,9,13,18,12,9
0,0,1,"45-49","160-179","4-4.9","45-49_0_0_1_160-179_4-4.9",15,9,7,8,8,6,9,8,6,7,6,12,8,8,11,7,7,9,13,9,6
0,0,1,"45-49","140-159","4-4.9","45-49_0_0_1_140-159_4-4.9",12,7,6,6,6,4,7,6,5,5,5,9,7,6,7,5,5,6,9,7,5
0,0,1,"45-49","120-139","4-4.9","45-49_0_0_1_120-139_4-4.9",9,5,4,5,4,3,5,5,4,4,4,6,5,4,5,4,3,4,7,5,3
0,0,1,"45-49","<120","4-4.9","45-49_0_0_1_<120_4-4.9",7,4,3,4,3,2,4,3,3,3,3,5,4,3,3,3,2,3,5,4,2
0,0,1,"40-44",">=180","4-4.9","40-44_0_0_1_>=180_4-4.9",16,10,8,9,9,7,10,8,6,7,7,13,9,9,12,7,7,10,14,10,7
0,0,1,"40-44","160-179","4-4.9","40-44_0_0_1_160-179_4-4.9",13,7,6,7,6,5,7,6,5,5,5,10,7,7,8,5,5,6,10,8,5
0,0,1,"40-44","140-159","4-4.9","40-44_0_0_1_140-159_4-4.9",10,5,5,5,5,3,5,5,4,4,4,7,5,5,5,4,3,4,7,6,3
0,0,1,"40-44","120-139","4-4.9","40-44_0_0_1_120-139_4-4.9",8,4,3,4,3,2,4,4,3,3,3,5,4,3,4,3,2,3,5,4,2
0,0,1,"40-44","<120","4-4.9","40-44_0_0_1_<120_4-4.9",6,3,3,3,3,2,3,3,2,2,2,4,3,3,2,2,1,2,4,3,2
0,0,1,"70-74",">=180","5-5.9","70-74_0_0_1_>=180_5-5.9",41,33,24,27,28,28,34,27,19,22,19,37,28,28,61,27,36,51,52,28,30
0,0,1,"70-74","160-179","5-5.9","70-74_0_0_1_160-179_5-5.9",36,28,20,23,23,23,29,23,16,19,16,31,24,24,50,22,29,41,44,24,25
0,0,1,"70-74","140-159","5-5.9","70-74_0_0_1_140-159_5-5.9",32,24,17,19,20,19,24,19,14,16,14,27,20,20,40,18,23,33,37,21,20
0,0,1,"70-74","120-139","5-5.9","70-74_0_0_1_120-139_5-5.9",28,20,15,16,17,15,20,16,12,14,12,23,17,17,32,15,18,26,31,18,16
0,0,1,"70-74","<120","5-5.9","70-74_0_0_1_<120_5-5.9",24,16,12,14,14,12,17,14,10,11,10,19,14,14,25,12,15,20,25,15,13
0,0,1,"65-69",">=180","5-5.9","65-69_0_0_1_>=180_5-5.9",36,28,20,23,23,23,29,23,16,19,16,32,23,24,49,22,29,41,44,24,25
0,0,1,"65-69","160-179","5-5.9","65-69_0_0_1_160-179_5-5.9",31,23,17,19,19,18,24,19,13,16,13,26,20,20,39,18,23,32,36,20,20
0,0,1,"65-69","140-159","5-5.9","65-69_0_0_1_140-159_5-5.9",27,19,14,16,16,15,20,16,11,13,11,22,17,16,30,15,18,25,29,17,15
0,0,1,"65-69","120-139","5-5.9","65-69_0_0_1_120-139_5-5.9",23,15,12,13,13,11,16,13,9,11,9,18,14,13,23,12,14,19,24,14,12
0,0,1,"65-69","<120","5-5.9","65-69_0_0_1_<120_5-5.9",20,13,10,11,11,9,13,11,8,9,8,15,11,11,18,9,10,14,19,12,10
0,0,1,"60-64",">=180","5-5.9","60-64_0_0_1_>=180_5-5.9",32,23,17,19,20,19,24,19,14,16,14,27,20,20,39,18,23,32,36,21,20
0,0,1,"60-64","160-179","5-5.9","60-64_0_0_1_160-179_5-5.9",27,19,14,16,16,14,20,16,11,13,11,22,16,16,30,14,17,24,29,17,15
0,0,1,"60-64","140-159","5-5.9","60-64_0_0_1_140-159_5-5.9",23,15,12,13,13,11,16,13,9,11,9,18,14,13,22,11,13,18,23,14,12
0,0,1,"60-64","120-139","5-5.9","60-64_0_0_1_120-139_5-5.9",19,12,9,11,10,9,13,10,8,9,8,14,11,10,17,9,10,13,18,11,9
0,0,1,"60-64","<120","5-5.9","60-64_0_0_1_<120_5-5.9",16,10,8,9,8,7,10,8,6,7,6,12,9,8,12,7,7,10,14,9,7
0,0,1,"55-59",">=180","5-5.9","55-59_0_0_1_>=180_5-5.9",28,19,15,16,17,15,20,16,12,13,12,23,17,17,31,15,18,25,30,18,16
0,0,1,"55-59","160-179","5-5.9","55-59_0_0_1_160-179_5-5.9",23,15,12,13,13,11,16,13,9,11,9,18,14,13,23,12,13,18,23,14,12
0,0,1,"55-59","140-159","5-5.9","55-59_0_0_1_140-159_5-5.9",19,12,9,11,10,9,12,10,8,9,8,15,11,10,16,9,10,13,18,12,9
0,0,1,"55-59","120-139","5-5.9","55-59_0_0_1_120-139_5-5.9",16,9,8,8,8,6,10,8,6,7,6,11,9,8,12,7,7,9,14,9,7
0,0,1,"55-59","<120","5-5.9","55-59_0_0_1_<120_5-5.9",13,7,6,7,6,5,8,6,5,6,5,9,7,6,9,5,5,7,11,7,5
0,0,1,"50-54",">=180","5-5.9","50-54_0_0_1_>=180_5-5.9",24,16,12,14,14,12,17,13,10,11,10,20,14,14,24,12,14,20,25,15,13
0,0,1,"50-54","160-179","5-5.9","50-54_0_0_1_160-179_5-5.9",19,12,10,11,11,9,13,11,8,9,8,15,11,11,17,9,10,14,19,12,9
0,0,1,"50-54","140-159","5-5.9","50-54_0_0_1_140-159_5-5.9",16,10,8,9,8,7,10,8,6,7,6,12,9,8,12,7,7,10,14,9,7
0,0,1,"50-54","120-139","5-5.9","50-54_0_0_1_120-139_5-5.9",13,7,6,7,6,5,8,6,5,5,5,9,7,6,9,5,5,7,10,7,5
0,0,1,"50-54","<120","5-5.9","50-54_0_0_1_<120_5-5.9",10,6,5,5,5,4,6,5,4,4,4,7,6,5,6,4,4,4,8,6,4
0,0,1,"45-49",">=180","5-5.9","45-49_0_0_1_>=180_5-5.9",21,13,11,12,12,10,14,11,8,9,8,17,12,12,18,10,11,15,20,13,10
0,0,1,"45-49","160-179","5-5.9","45-49_0_0_1_160-179_5-5.9",16,10,8,9,9,7,10,9,7,7,7,13,9,9,13,8,8,10,15,10,7
0,0,1,"45-49","140-159","5-5.9","45-49_0_0_1_140-159_5-5.9",13,8,6,7,7,5,8,7,5,6,5,9,7,7,9,6,5,7,11,8,5
0,0,1,"45-49","120-139","5-5.9","45-49_0_0_1_120-139_5-5.9",10,6,5,5,5,4,6,5,4,4,4,7,6,5,6,4,4,5,8,6,4
0,0,1,"45-49","<120","5-5.9","45-49_0_0_1_<120_5-5.9",8,4,4,4,4,3,4,4,3,3,3,5,4,4,4,3,3,3,6,4,3
0,0,1,"40-44",">=180","5-5.9","40-44_0_0_1_>=180_5-5.9",18,11,9,10,10,8,11,9,7,8,7,14,10,10,14,8,9,12,16,11,8
0,0,1,"40-44","160-179","5-5.9","40-44_0_0_1_160-179_5-5.9",14,8,7,7,7,5,8,7,5,6,6,10,8,7,10,6,6,8,12,8,6
0,0,1,"40-44","140-159","5-5.9","40-44_0_0_1_140-159_5-5.9",11,6,5,6,5,4,6,5,4,5,4,8,6,5,6,4,4,5,8,6,4
0,0,1,"40-44","120-139","5-5.9","40-44_0_0_1_120-139_5-5.9",9,4,4,4,4,3,5,4,3,3,3,6,4,4,4,3,3,3,6,5,3
0,0,1,"40-44","<120","5-5.9","40-44_0_0_1_<120_5-5.9",7,3,3,3,3,2,3,3,2,3,2,4,3,3,3,2,2,2,4,3,2
0,0,1,"70-74",">=180","6-6.9","70-74_0_0_1_>=180_6-6.9",43,35,25,28,29,30,36,28,20,24,19,38,29,30,66,28,39,54,55,29,32
0,0,1,"70-74","160-179","6-6.9","70-74_0_0_1_160-179_6-6.9",38,30,21,24,25,25,31,24,17,20,17,33,25,25,55,24,32,44,47,25,26
0,0,1,"70-74","140-159","6-6.9","70-74_0_0_1_140-159_6-6.9",33,25,18,20,21,20,26,20,14,17,14,28,21,21,44,20,25,35,39,21,21
0,0,1,"70-74","120-139","6-6.9","70-74_0_0_1_120-139_6-6.9",29,21,15,17,17,16,22,17,12,14,12,24,18,18,35,16,20,28,33,18,17
0,0,1,"70-74","<120","6-6.9","70-74_0_0_1_<120_6-6.9",25,17,13,15,15,13,18,14,10,12,10,20,15,15,27,13,16,22,27,16,14
0,0,1,"65-69",">=180","6-6.9","65-69_0_0_1_>=180_6-6.9",38,30,21,24,25,25,31,24,17,20,17,33,25,25,55,24,32,44,47,25,27
0,0,1,"65-69","160-179","6-6.9","65-69_0_0_1_160-179_6-6.9",33,25,18,20,21,20,25,20,14,17,14,28,21,21,44,19,25,35,39,21,21
0,0,1,"65-69","140-159","6-6.9","65-69_0_0_1_140-159_6-6.9",28,20,15,17,17,16,21,17,12,14,12,23,18,17,34,16,19,27,32,18,17
0,0,1,"65-69","120-139","6-6.9","65-69_0_0_1_120-139_6-6.9",24,17,12,14,14,13,17,14,10,12,10,19,15,14,26,13,15,21,26,15,13
0,0,1,"65-69","<120","6-6.9","65-69_0_0_1_<120_6-6.9",21,14,10,12,12,10,14,11,8,10,8,16,12,12,20,10,12,15,21,12,10
0,0,1,"60-64",">=180","6-6.9","60-64_0_0_1_>=180_6-6.9",34,25,18,21,21,21,26,20,15,17,14,28,21,21,45,20,26,36,40,22,22
0,0,1,"60-64","160-179","6-6.9","60-64_0_0_1_160-179_6-6.9",29,20,15,17,17,16,21,17,12,14,12,23,18,17,34,16,20,27,32,18,17
0,0,1,"60-64","140-159","6-6.9","60-64_0_0_1_140-159_6-6.9",24,16,12,14,14,12,17,14,10,12,10,19,15,14,26,13,15,20,25,15,13
0,0,1,"60-64","120-139","6-6.9","60-64_0_0_1_120-139_6-6.9",20,13,10,11,11,10,14,11,8,9,8,15,12,11,19,10,11,15,20,12,10
0,0,1,"60-64","<120","6-6.9","60-64_0_0_1_<120_6-6.9",17,11,8,9,9,7,11,9,7,8,7,12,10,9,14,8,8,11,16,10,8
0,0,1,"55-59",">=180","6-6.9","55-59_0_0_1_>=180_6-6.9",30,21,16,18,18,17,22,17,13,15,12,25,18,18,36,17,21,29,33,19,18
0,0,1,"55-59","160-179","6-6.9","55-59_0_0_1_160-179_6-6.9",25,17,13,14,14,13,18,14,10,12,10,20,15,14,26,13,15,21,26,15,14
0,0,1,"55-59","140-159","6-6.9","55-59_0_0_1_140-159_6-6.9",20,13,10,11,11,10,14,11,8,10,8,15,12,11,19,10,11,15,20,12,10
0,0,1,"55-59","120-139","6-6.9","55-59_0_0_1_120-139_6-6.9",17,10,8,9,9,7,11,9,7,8,7,12,10,9,14,8,8,11,16,10,8
0,0,1,"55-59","<120","6-6.9","55-59_0_0_1_<120_6-6.9",14,8,7,7,7,5,8,7,5,6,5,10,8,7,10,6,6,8,12,8,6
0,0,1,"50-54",">=180","6-6.9","50-54_0_0_1_>=180_6-6.9",26,18,14,15,15,14,19,15,11,12,11,21,16,15,28,14,16,23,28,16,15
0,0,1,"50-54","160-179","6-6.9","50-54_0_0_1_160-179_6-6.9",21,14,11,12,12,10,14,12,9,10,9,16,13,12,20,11,12,16,21,13,11
0,0,1,"50-54","140-159","6-6.9","50-54_0_0_1_140-159_6-6.9",17,11,8,9,9,7,11,9,7,8,7,13,10,9,14,8,8,11,16,10,8
0,0,1,"50-54","120-139","6-6.9","50-54_0_0_1_120-139_6-6.9",14,8,7,7,7,6,9,7,5,6,5,10,8,7,10,6,6,8,12,8,6
0,0,1,"50-54","<120","6-6.9","50-54_0_0_1_<120_6-6.9",11,6,5,6,5,4,7,6,4,5,4,7,6,5,7,5,4,5,9,6,4
0,0,1,"45-49",">=180","6-6.9","45-49_0_0_1_>=180_6-6.9",23,15,12,13,13,11,16,13,9,11,9,18,13,13,22,11,13,18,23,14,12
0,0,1,"45-49","160-179","6-6.9","45-49_0_0_1_160-179_6-6.9",18,11,9,10,10,8,12,10,7,8,7,14,10,10,15,9,9,12,17,11,9
0,0,1,"45-49","140-159","6-6.9","45-49_0_0_1_140-159_6-6.9",15,9,7,8,7,6,9,8,6,6,6,10,8,7,11,6,6,8,13,8,6
0,0,1,"45-49","120-139","6-6.9","45-49_0_0_1_120-139_6-6.9",12,6,5,6,6,4,7,6,4,5,4,8,6,6,7,5,4,5,9,6,4
0,0,1,"45-49","<120","6-6.9","45-49_0_0_1_<120_6-6.9",9,5,4,5,4,3,5,4,3,4,3,6,5,4,5,3,3,4,7,5,3
0,0,1,"40-44",">=180","6-6.9","40-44_0_0_1_>=180_6-6.9",20,13,10,11,11,9,13,11,8,9,8,15,11,11,17,10,10,14,19,12,10
0,0,1,"40-44","160-179","6-6.9","40-44_0_0_1_160-179_6-6.9",16,9,8,8,8,6,10,8,6,7,6,11,9,8,12,7,7,9,14,9,7
0,0,1,"40-44","140-159","6-6.9","40-44_0_0_1_140-159_6-6.9",12,7,6,6,6,4,7,6,5,5,5,8,7,6,8,5,5,6,10,7,5
0,0,1,"40-44","120-139","6-6.9","40-44_0_0_1_120-139_6-6.9",10,5,4,5,4,3,5,5,4,4,4,6,5,4,5,4,3,4,7,5,3
0,0,1,"40-44","<120","6-6.9","40-44_0_0_1_<120_6-6.9",8,4,3,4,3,2,4,3,3,3,3,4,4,3,4,3,2,3,5,4,2
0,0,1,"70-74",">=180",">=7","70-74_0_0_1_>=180_>=7",45,37,26,29,30,33,38,29,21,25,20,39,30,31,71,30,42,58,58,30,34
0,0,1,"70-74","160-179",">=7","70-74_0_0_1_160-179_>=7",39,31,22,25,26,27,32,25,18,21,17,34,26,26,59,25,34,47,50,26,28
0,0,1,"70-74","140-159",">=7","70-74_0_0_1_140-159_>=7",35,26,19,21,22,22,27,21,15,18,15,29,22,22,48,21,27,38,42,22,23
0,0,1,"70-74","120-139",">=7","70-74_0_0_1_120-139_>=7",30,22,16,18,18,18,23,18,13,15,13,24,19,19,39,17,22,30,35,19,19
0,0,1,"70-74","<120",">=7","70-74_0_0_1_<120_>=7",26,18,14,15,15,14,19,15,11,13,11,21,16,16,30,14,17,24,29,16,15
0,0,1,"65-69",">=180",">=7","65-69_0_0_1_>=180_>=7",40,32,23,25,26,27,33,26,18,22,18,34,27,27,61,26,35,49,50,27,29
0,0,1,"65-69","160-179",">=7","65-69_0_0_1_160-179_>=7",35,26,19,21,22,22,27,21,15,18,15,29,22,22,49,21,28,38,42,22,23
0,0,1,"65-69","140-159",">=7","65-69_0_0_1_140-159_>=7",30,22,16,18,18,17,23,18,13,15,13,24,19,18,38,17,22,30,34,19,18
0,0,1,"65-69","120-139",">=7","65-69_0_0_1_120-139_>=7",26,18,13,15,15,14,18,15,11,13,11,20,16,15,30,14,17,23,28,16,15
0,0,1,"65-69","<120",">=7","65-69_0_0_1_<120_>=7",22,15,11,12,12,11,15,12,9,10,9,16,13,12,23,11,13,17,22,13,11
0,0,1,"60-64",">=180",">=7","60-64_0_0_1_>=180_>=7",36,27,20,22,23,23,28,22,16,19,15,30,23,23,51,22,29,40,43,23,24
0,0,1,"60-64","160-179",">=7","60-64_0_0_1_160-179_>=7",30,22,16,18,19,18,23,18,13,15,13,25,19,19,39,17,22,31,35,19,19
0,0,1,"60-64","140-159",">=7","60-64_0_0_1_140-159_>=7",26,18,13,15,15,14,19,15,11,13,11,20,16,15,30,14,17,23,28,16,15
0,0,1,"60-64","120-139",">=7","60-64_0_0_1_120-139_>=7",22,14,11,12,12,11,15,12,9,10,9,16,13,12,22,11,13,17,22,13,11
0,0,1,"60-64","<120",">=7","60-64_0_0_1_<120_>=7",18,12,9,10,10,8,12,10,7,8,7,13,11,10,16,9,10,12,17,11,9
0,0,1,"55-59",">=180",">=7","55-59_0_0_1_>=180_>=7",32,23,17,19,20,19,24,19,14,16,13,26,20,20,42,18,24,33,37,20,20
0,0,1,"55-59","160-179",">=7","55-59_0_0_1_160-179_>=7",27,19,14,15,16,14,19,15,11,13,11,21,16,16,31,14,18,24,29,16,15
0,0,1,"55-59","140-159",">=7","55-59_0_0_1_140-159_>=7",22,15,11,12,12,11,15,12,9,10,9,17,13,12,23,11,13,17,23,13,12
0,0,1,"55-59","120-139",">=7","55-59_0_0_1_120-139_>=7",18,12,9,10,10,8,12,10,7,8,7,13,11,10,17,9,10,12,18,11,9
0,0,1,"55-59","<120",">=7","55-59_0_0_1_<120_>=7",15,9,7,8,8,6,9,8,6,7,6,10,9,8,12,7,7,9,13,8,7
0,0,1,"50-54",">=180",">=7","50-54_0_0_1_>=180_>=7",28,20,15,17,17,16,21,16,12,14,12,23,17,17,34,16,19,27,31,18,17
0,0,1,"50-54","160-179",">=7","50-54_0_0_1_160-179_>=7",23,16,12,13,13,12,16,13,10,11,9,18,14,13,24,12,14,19,24,14,12
0,0,1,"50-54","140-159",">=7","50-54_0_0_1_140-159_>=7",19,12,9,10,10,9,13,10,8,9,7,14,11,10,17,9,10,13,18,11,9
0,0,1,"50-54","120-139",">=7","50-54_0_0_1_120-139_>=7",15,9,7,8,8,6,10,8,6,7,6,11,9,8,12,7,7,9,14,9,7
0,0,1,"50-54","<120",">=7","50-54_0_0_1_<120_>=7",13,7,6,6,6,5,7,6,5,5,5,8,7,6,9,5,5,6,10,7,5
0,0,1,"45-49",">=180",">=7","45-49_0_0_1_>=180_>=7",25,17,13,14,14,13,18,14,10,12,10,20,15,14,27,13,16,21,26,15,14
0,0,1,"45-49","160-179",">=7","45-49_0_0_1_160-179_>=7",20,13,10,11,11,9,13,11,8,9,8,15,12,11,19,10,11,15,20,12,10
0,0,1,"45-49","140-159",">=7","45-49_0_0_1_140-159_>=7",16,10,8,9,8,7,10,8,6,7,6,11,9,8,13,7,8,10,15,9,7
0,0,1,"45-49","120-139",">=7","45-49_0_0_1_120-139_>=7",13,7,6,7,6,5,8,7,5,6,5,8,7,6,9,5,5,7,11,7,5
0,0,1,"45-49","<120",">=7","45-49_0_0_1_<120_>=7",10,6,5,5,5,4,6,5,4,4,4,6,6,5,6,4,4,4,8,5,4
0,0,1,"40-44",">=180",">=7","40-44_0_0_1_>=180_>=7",22,14,11,12,12,11,15,12,9,10,9,17,13,12,21,11,12,17,22,13,11
0,0,1,"40-44","160-179",">=7","40-44_0_0_1_160-179_>=7",17,11,8,9,9,8,11,9,7,8,7,13,10,9,15,8,9,11,16,10,8
0,0,1,"40-44","140-159",">=7","40-44_0_0_1_140-159_>=7",14,8,6,7,7,5,8,7,5,6,5,9,8,7,10,6,6,7,12,8,6
0,0,1,"40-44","120-139",">=7","40-44_0_0_1_120-139_>=7",11,6,5,5,5,4,6,5,4,5,4,7,6,5,7,4,4,5,8,6,4
0,0,1,"40-44","<120",">=7","40-44_0_0_1_<120_>=7",9,4,4,4,4,3,5,4,3,3,3,5,5,4,4,3,3,3,6,4,3
1,1,0,"70-74",">=180","<4","70-74_1_1_0_>=180_<4",47,31,30,29,30,32,37,29,22,25,24,42,30,32,64,26,36,45,45,30,34
1,1,0,"70-74","160-179","<4","70-74_1_1_0_160-179_<4",40,25,25,24,25,27,32,24,18,21,20,35,25,27,53,23,30,37,39,26,29
1,1,0,"70-74","140-159","<4","70-74_1_1_0_140-159_<4",34,21,20,20,20,23,27,20,15,17,17,28,21,22,43,19,25,30,33,22,24
1,1,0,"70-74","120-139","<4","70-74_1_1_0_120-139_<4",29,17,17,16,17,19,23,16,13,14,14,23,18,17,33,16,21,25,28,18,20
1,1,0,"70-74","<120","<4","70-74_1_1_0_<120_<4",24,14,14,13,14,16,19,13,10,12,12,18,15,14,26,14,17,20,24,15,17
1,1,0,"65-69",">=180","<4","65-69_1_1_0_>=180_<4",40,26,25,24,25,27,32,24,18,21,20,36,25,27,51,23,30,38,39,26,29
1,1,0,"65-69","160-179","<4","65-69_1_1_0_160-179_<4",34,21,20,19,20,22,26,20,15,17,17,29,20,21,40,19,24,30,33,22,24
1,1,0,"65-69","140-159","<4","65-69_1_1_0_140-159_<4",28,17,16,16,16,18,22,16,12,13,14,23,17,17,31,16,20,24,28,18,20
1,1,0,"65-69","120-139","<4","65-69_1_1_0_120-139_<4",23,13,13,12,13,15,18,13,10,11,11,18,14,13,23,13,16,18,23,15,16
1,1,0,"65-69","<120","<4","65-69_1_1_0_<120_<4",18,11,11,10,10,12,15,10,8,9,9,14,11,10,17,11,12,14,19,12,13
1,1,0,"60-64",">=180","<4","60-64_1_1_0_>=180_<4",34,21,21,20,20,22,27,20,15,17,17,31,20,22,39,19,25,31,34,23,24
1,1,0,"60-64","160-179","<4","60-64_1_1_0_160-179_<4",28,17,16,16,16,18,22,16,12,13,14,24,16,17,30,16,19,24,28,18,20
1,1,0,"60-64","140-159","<4","60-64_1_1_0_140-159_<4",22,13,13,12,13,14,18,12,10,11,11,18,13,13,22,13,15,18,23,15,16
1,1,0,"60-64","120-139","<4","60-64_1_1_0_120-139_<4",18,10,10,10,10,12,14,10,8,8,9,14,11,10,16,11,12,14,18,12,13
1,1,0,"60-64","<120","<4","60-64_1_1_0_<120_<4",14,8,8,7,8,9,12,8,6,7,7,11,8,8,12,9,9,10,15,9,10
1,1,0,"55-59",">=180","<4","55-59_1_1_0_>=180_<4",29,18,17,16,17,19,23,17,13,14,15,26,17,18,30,17,20,25,29,20,20
1,1,0,"55-59","160-179","<4","55-59_1_1_0_160-179_<4",23,14,13,13,13,15,18,13,10,11,12,20,13,14,22,13,15,19,23,15,16
1,1,0,"55-59","140-159","<4","55-59_1_1_0_140-159_<4",18,11,10,10,10,12,14,10,8,8,9,15,10,10,16,11,12,14,18,12,13
1,1,0,"55-59","120-139","<4","55-59_1_1_0_120-139_<4",14,8,8,7,7,9,11,7,6,6,7,11,8,8,11,9,9,10,15,9,10
1,1,0,"55-59","<120","<4","55-59_1_1_0_<120_<4",11,6,6,6,6,7,9,6,5,5,5,8,6,6,8,7,7,7,12,7,8
